Tempo;Distanza;Missile_X;Missile_Y;Missile_Z;Vel_Totale;Target_X;Target_Y;Target_Z;guide_force m/s^2;Densità_Aria_kg_m3;Temperatura_Kelvin;Temp_Ristagno_K;Temp_Skin_K;Mach;Pressione_Dinamica_Pa;Pressione_Locale_Pa;Spinta_Motore_N;Spinta_Base_N;Cd_Totale;Cl_Attuale;Fuel_kg;stato sicurezza
10,120;213,57;4751,03;1622,97;4892,52;919,12;4916,18;1726,42;4977,18;18,75;0,744981;256,37;676,80;568,75;2,864;314675;54824;0;0;0,4149;0,2599;0,00;OK
10,130;212,47;4758,40;1627,36;4895,80;918,78;4922,64;1730,32;4980,08;18,66;0,744718;256,35;676,46;568,79;2,863;314328;54800;0;0;0,4147;0,2588;0,00;OK
10,140;211,37;4765,77;1631,76;4899,07;918,44;4929,10;1734,22;4982,98;18,56;0,744454;256,33;676,13;568,84;2,862;313982;54776;0;0;0,4146;0,2578;0,00;OK
10,150;210,28;4773,13;1636,16;4902,35;918,09;4935,56;1738,12;4985,88;18,47;0,744191;256,31;675,79;568,88;2,861;313637;54752;0;0;0,4145;0,2568;0,00;OK
10,160;209,18;4780,49;1640,56;4905,62;917,75;4942,02;1742,02;4988,78;18,37;0,743928;256,28;675,46;568,92;2,860;313292;54728;0;0;0,4144;0,2557;0,00;OK
10,170;208,10;4787,85;1644,95;4908,89;917,41;4948,48;1745,92;4991,68;18,28;0,743666;256,26;675,12;568,96;2,859;312947;54704;0;0;0,4143;0,2547;0,00;OK
10,180;207,01;4795,20;1649,35;4912,16;917,06;4954,94;1749,82;4994,58;18,19;0,743403;256,24;674,79;569,01;2,858;312603;54680;0;0;0,4142;0,2538;0,00;OK
10,190;205,93;4802,55;1653,74;4915,44;916,72;4961,40;1753,72;4997,48;18,10;0,743140;256,22;674,46;569,05;2,857;312260;54657;0;0;0,4141;0,2528;0,00;OK
10,200;204,85;4809,89;1658,13;4918,71;916,38;4967,86;1757,62;5000,38;18,01;0,742878;256,20;674,12;569,09;2,856;311917;54633;0;0;0,4140;0,2518;0,00;OK
10,210;203,77;4817,23;1662,53;4921,98;916,04;4974,32;1761,52;5003,28;17,93;0,742615;256,18;673,79;569,13;2,855;311575;54609;0;0;0,4138;0,2509;0,00;OK
10,220;202,70;4824,57;1666,92;4925,25;915,70;4980,77;1765,42;5006,18;17,84;0,742353;256,16;673,46;569,17;2,854;311233;54585;0;0;0,4137;0,2500;0,00;OK
10,230;201,63;4831,90;1671,31;4928,51;915,36;4987,23;1769,32;5009,08;17,76;0,742091;256,14;673,13;569,21;2,853;310892;54561;0;0;0,4136;0,2491;0,00;OK
10,240;200,56;4839,23;1675,70;4931,78;915,02;4993,69;1773,22;5011,98;17,67;0,741829;256,11;672,80;569,25;2,852;310552;54538;0;0;0,4136;0,2482;0,00;OK
10,250;199,50;4846,56;1680,09;4935,05;914,68;5000,15;1777,12;5014,88;17,59;0,741567;256,09;672,47;569,29;2,851;310212;54514;0;0;0,4135;0,2473;0,00;OK
10,260;198,44;4853,88;1684,48;4938,32;914,34;5006,60;1781,02;5017,78;17,51;0,741306;256,07;672,14;569,33;2,850;309872;54490;0;0;0,4134;0,2464;0,00;OK
10,270;197,38;4861,20;1688,87;4941,58;914,00;5013,06;1784,92;5020,68;17,43;0,741044;256,05;671,81;569,37;2,849;309533;54466;0;0;0,4133;0,2456;0,00;OK
10,280;196,32;4868,52;1693,25;4944,85;913,66;5019,51;1788,82;5023,58;17,35;0,740783;256,03;671,48;569,41;2,848;309195;54443;0;0;0,4132;0,2448;0,00;OK
10,290;195,27;4875,84;1697,64;4948,11;913,32;5025,97;1792,72;5026,48;17,28;0,740521;256,01;671,15;569,45;2,847;308857;54419;0;0;0,4131;0,2439;0,00;OK
10,300;194,22;4883,15;1702,03;4951,37;912,99;5032,42;1796,62;5029,38;17,20;0,740260;255,99;670,82;569,49;2,847;308520;54395;0;0;0,4130;0,2431;0,00;OK
10,310;193,18;4890,45;1706,41;4954,64;912,65;5038,88;1800,52;5032,28;17,13;0,739999;255,97;670,49;569,53;2,846;308183;54371;0;0;0,4129;0,2423;0,00;OK
10,320;192,14;4897,76;1710,80;4957,90;912,31;5045,33;1804,42;5035,18;17,05;0,739738;255,94;670,16;569,56;2,845;307847;54348;0;0;0,4128;0,2416;0,00;OK
10,330;191,10;4905,06;1715,18;4961,16;911,97;5051,79;1808,32;5038,08;16,98;0,739478;255,92;669,84;569,60;2,844;307511;54324;0;0;0,4128;0,2408;0,00;OK
10,340;190,06;4912,35;1719,56;4964,42;911,64;5058,24;1812,22;5040,98;16,91;0,739217;255,90;669,51;569,64;2,843;307176;54301;0;0;0,4127;0,2400;0,00;OK
10,350;189,03;4919,65;1723,94;4967,68;911,30;5064,69;1816,12;5043,88;16,84;0,738956;255,88;669,18;569,68;2,842;306841;54277;0;0;0,4126;0,2393;0,00;OK
10,360;187,99;4926,94;1728,32;4970,94;910,97;5071,14;1820,02;5046,78;16,77;0,738696;255,86;668,86;569,71;2,841;306507;54253;0;0;0,4125;0,2386;0,00;OK
10,370;186,97;4934,22;1732,70;4974,20;910,63;5077,60;1823,92;5049,68;16,70;0,738436;255,84;668,53;569,75;2,840;306173;54230;0;0;0,4124;0,2378;0,00;OK
10,380;185,94;4941,51;1737,08;4977,46;910,30;5084,05;1827,82;5052,58;16,63;0,738176;255,82;668,21;569,79;2,839;305840;54206;0;0;0,4124;0,2371;0,00;OK
10,390;184,92;4948,79;1741,46;4980,72;909,96;5090,50;1831,72;5055,48;16,56;0,737916;255,80;667,88;569,82;2,838;305507;54182;0;0;0,4123;0,2364;0,00;OK
10,400;183,90;4956,06;1745,84;4983,97;909,63;5096,95;1835,62;5058,38;16,50;0,737656;255,78;667,56;569,86;2,837;305175;54159;0;0;0,4122;0,2358;0,00;OK
10,410;182,89;4963,34;1750,21;4987,23;909,29;5103,40;1839,52;5061,28;16,43;0,737396;255,75;667,24;569,90;2,836;304844;54135;0;0;0,4122;0,2351;0,00;OK
10,420;181,88;4970,61;1754,59;4990,48;908,96;5109,85;1843,42;5064,18;16,37;0,737136;255,73;666,91;569,93;2,835;304513;54112;0;0;0,4121;0,2344;0,00;OK
10,430;180,87;4977,87;1758,96;4993,74;908,62;5116,30;1847,32;5067,08;16,31;0,736877;255,71;666,59;569,97;2,834;304182;54088;0;0;0,4120;0,2338;0,00;OK
10,440;179,86;4985,14;1763,34;4996,99;908,29;5122,75;1851,22;5069,98;16,24;0,736617;255,69;666,27;570,00;2,834;303852;54065;0;0;0,4120;0,2331;0,00;OK
10,450;178,86;4992,40;1767,71;5000,24;907,96;5129,20;1855,12;5072,88;16,18;0,736358;255,67;665,95;570,04;2,833;303523;54041;0;0;0,4119;0,2325;0,00;OK
10,460;177,86;4999,65;1772,08;5003,49;907,63;5135,65;1859,02;5075,78;16,12;0,736099;255,65;665,62;570,07;2,832;303194;54018;0;0;0,4118;0,2319;0,00;OK
10,470;176,86;5006,91;1776,45;5006,75;907,29;5142,09;1862,92;5078,68;16,06;0,735840;255,63;665,30;570,11;2,831;302865;53994;0;0;0,4118;0,2313;0,00;OK
10,480;175,86;5014,16;1780,82;5010,00;906,96;5148,54;1866,82;5081,58;16,00;0,735581;255,61;664,98;570,14;2,830;302537;53971;0;0;0,4117;0,2307;0,00;OK
10,490;174,87;5021,40;1785,19;5013,25;906,63;5154,99;1870,72;5084,48;15,95;0,735322;255,59;664,66;570,17;2,829;302209;53947;0;0;0,4116;0,2301;0,00;OK
10,500;173,88;5028,65;1789,56;5016,50;906,30;5161,44;1874,62;5087,38;15,89;0,735064;255,56;664,34;570,21;2,828;301882;53924;0;0;0,4116;0,2295;0,00;OK
10,510;172,90;5035,89;1793,92;5019,75;905,97;5167,88;1878,52;5090,28;15,83;0,734805;255,54;664,02;570,24;2,827;301556;53901;0;0;0,4115;0,2290;0,00;OK
10,520;171,92;5043,13;1798,29;5022,99;905,64;5174,33;1882,42;5093,18;15,78;0,734547;255,52;663,70;570,27;2,826;301230;53877;0;0;0,4115;0,2284;0,00;OK
10,530;170,94;5050,36;1802,65;5026,24;905,31;5180,77;1886,32;5096,08;15,72;0,734289;255,50;663,38;570,31;2,825;300904;53854;0;0;0,4114;0,2278;0,00;OK
10,540;169,96;5057,59;1807,02;5029,49;904,98;5187,22;1890,22;5098,98;15,67;0,734030;255,48;663,07;570,34;2,824;300579;53830;0;0;0,4114;0,2273;0,00;OK
10,550;168,99;5064,82;1811,38;5032,73;904,65;5193,66;1894,12;5101,88;15,61;0,733772;255,46;662,75;570,37;2,823;300255;53807;0;0;0,4113;0,2268;0,00;OK
10,560;168,02;5072,04;1815,74;5035,98;904,32;5200,11;1898,02;5104,78;15,56;0,733515;255,44;662,43;570,40;2,823;299931;53784;0;0;0,4113;0,2263;0,00;OK
10,570;167,05;5079,26;1820,10;5039,22;903,99;5206,55;1901,92;5107,68;15,51;0,733257;255,42;662,11;570,44;2,822;299607;53760;0;0;0,4112;0,2257;0,00;OK
10,580;166,08;5086,48;1824,46;5042,47;903,66;5213,00;1905,82;5110,58;15,46;0,732999;255,40;661,80;570,47;2,821;299284;53737;0;0;0,4112;0,2252;0,00;OK
10,590;165,12;5093,70;1828,82;5045,71;903,33;5219,44;1909,72;5113,48;15,41;0,732742;255,37;661,48;570,50;2,820;298961;53714;0;0;0,4111;0,2247;0,00;OK
10,600;164,16;5100,91;1833,18;5048,95;903,00;5225,88;1913,62;5116,38;15,36;0,732484;255,35;661,16;570,53;2,819;298639;53690;0;0;0,4111;0,2243;0,00;OK
10,610;163,21;5108,12;1837,53;5052,19;902,67;5232,32;1917,52;5119,28;15,31;0,732227;255,33;660,85;570,56;2,818;298317;53667;0;0;0,4110;0,2238;0,00;OK
10,620;162,25;5115,32;1841,89;5055,43;902,35;5238,77;1921,42;5122,18;15,26;0,731970;255,31;660,53;570,59;2,817;297996;53644;0;0;0,4110;0,2233;0,00;OK
10,630;161,30;5122,53;1846,24;5058,67;902,02;5245,21;1925,32;5125,08;15,21;0,731713;255,29;660,22;570,62;2,816;297675;53621;0;0;0,4109;0,2228;0,00;OK
10,640;160,36;5129,73;1850,60;5061,91;901,69;5251,65;1929,22;5127,98;15,16;0,731456;255,27;659,90;570,65;2,815;297355;53597;0;0;0,4109;0,2224;0,00;OK
10,650;159,41;5136,92;1854,95;5065,15;901,37;5258,09;1933,12;5130,88;15,12;0,731199;255,25;659,59;570,68;2,814;297035;53574;0;0;0,4108;0,2219;0,00;OK
10,660;158,47;5144,12;1859,30;5068,39;901,04;5264,53;1937,02;5133,78;15,07;0,730943;255,23;659,27;570,71;2,813;296716;53551;0;0;0,4108;0,2215;0,00;OK
10,670;157,53;5151,31;1863,65;5071,63;900,71;5270,97;1940,92;5136,68;15,02;0,730686;255,21;658,96;570,74;2,813;296397;53528;0;0;0,4107;0,2210;0,00;OK
10,680;156,60;5158,49;1868,00;5074,86;900,39;5277,41;1944,82;5139,58;14,98;0,730430;255,18;658,65;570,77;2,812;296079;53504;0;0;0,4107;0,2206;0,00;OK
10,690;155,67;5165,68;1872,35;5078,10;900,06;5283,85;1948,72;5142,48;14,93;0,730174;255,16;658,33;570,80;2,811;295761;53481;0;0;0,4107;0,2202;0,00;OK
10,700;154,74;5172,86;1876,69;5081,33;899,74;5290,29;1952,62;5145,38;14,89;0,729917;255,14;658,02;570,83;2,810;295444;53458;0;0;0,4106;0,2198;0,00;OK
10,710;153,81;5180,03;1881,04;5084,57;899,41;5296,73;1956,52;5148,28;14,85;0,729661;255,12;657,71;570,86;2,809;295127;53435;0;0;0,4106;0,2194;0,00;OK
10,720;152,89;5187,21;1885,38;5087,80;899,09;5303,16;1960,42;5151,18;14,80;0,729406;255,10;657,40;570,89;2,808;294810;53412;0;0;0,4105;0,2190;0,00;OK
10,730;151,97;5194,38;1889,73;5091,03;898,76;5309,60;1964,32;5154,08;14,76;0,729150;255,08;657,09;570,92;2,807;294494;53389;0;0;0,4105;0,2186;0,00;OK
10,740;151,05;5201,55;1894,07;5094,27;898,44;5316,04;1968,22;5156,98;14,72;0,728894;255,06;656,78;570,95;2,806;294179;53366;0;0;0,4105;0,2182;0,00;OK
10,750;150,13;5208,71;1898,41;5097,50;898,11;5322,48;1972,12;5159,88;14,67;0,728639;255,04;656,47;570,97;2,805;293864;53343;0;0;0,4104;0,2178;0,00;OK
10,760;149,22;5215,88;1902,75;5100,73;897,79;5328,91;1976,02;5162,78;14,63;0,728383;255,02;656,16;571,00;2,804;293549;53319;0;0;0,4104;0,2174;0,00;OK
10,770;148,31;5223,04;1907,09;5103,96;897,47;5335,35;1979,92;5165,68;14,59;0,728128;255,00;655,85;571,03;2,804;293235;53296;0;0;0,4104;0,2170;0,00;OK
10,780;147,41;5230,19;1911,43;5107,19;897,14;5341,78;1983,82;5168,58;14,55;0,727873;254,97;655,54;571,06;2,803;292921;53273;0;0;0,4103;0,2166;0,00;OK
10,790;146,50;5237,34;1915,77;5110,42;896,82;5348,22;1987,72;5171,48;14,51;0,727618;254,95;655,23;571,08;2,802;292608;53250;0;0;0,4103;0,2163;0,00;OK
10,800;145,60;5244,49;1920,10;5113,65;896,50;5354,65;1991,62;5174,38;14,47;0,727363;254,93;654,92;571,11;2,801;292295;53227;0;0;0,4103;0,2159;0,00;OK
10,810;144,70;5251,64;1924,44;5116,87;896,18;5361,09;1995,52;5177,28;14,43;0,727108;254,91;654,61;571,14;2,800;291983;53204;0;0;0,4102;0,2155;0,00;OK
10,820;143,81;5258,79;1928,77;5120,10;895,86;5367,52;1999,42;5180,18;14,39;0,726854;254,89;654,30;571,16;2,799;291671;53181;0;0;0,4102;0,2152;0,00;OK
10,830;142,92;5265,93;1933,10;5123,33;895,53;5373,96;2003,32;5183,08;14,35;0,726599;254,87;653,99;571,19;2,798;291359;53158;0;0;0,4102;0,2148;0,00;OK
10,840;142,03;5273,06;1937,43;5126,55;895,21;5380,39;2007,22;5185,98;14,32;0,726345;254,85;653,69;571,21;2,797;291048;53135;0;0;0,4101;0,2145;0,00;OK
10,850;141,14;5280,20;1941,76;5129,78;894,89;5386,82;2011,12;5188,88;14,28;0,726091;254,83;653,38;571,24;2,796;290738;53112;0;0;0,4101;0,2142;0,00;OK
10,860;140,26;5287,33;1946,09;5133,00;894,57;5393,25;2015,02;5191,78;14,24;0,725836;254,81;653,07;571,27;2,796;290428;53089;0;0;0,4101;0,2138;0,00;OK
10,870;139,38;5294,46;1950,42;5136,22;894,25;5399,69;2018,92;5194,68;14,20;0,725582;254,79;652,77;571,29;2,795;290118;53066;0;0;0,4100;0,2135;0,00;OK
10,880;138,50;5301,59;1954,75;5139,44;893,93;5406,12;2022,82;5197,58;14,17;0,725329;254,76;652,46;571,32;2,794;289809;53043;0;0;0,4100;0,2132;0,00;OK
10,890;137,63;5308,71;1959,07;5142,67;893,61;5412,55;2026,72;5200,48;14,13;0,725075;254,74;652,15;571,34;2,793;289500;53020;0;0;0,4100;0,2128;0,00;OK
10,900;136,76;5315,83;1963,40;5145,89;893,29;5418,98;2030,62;5203,38;14,09;0,724821;254,72;651,85;571,36;2,792;289191;52998;0;0;0,4099;0,2125;0,00;OK
10,910;135,89;5322,95;1967,72;5149,11;892,97;5425,41;2034,52;5206,28;14,06;0,724568;254,70;651,54;571,39;2,791;288884;52975;0;0;0,4099;0,2122;0,00;OK
10,920;135,02;5330,06;1972,04;5152,33;892,65;5431,84;2038,42;5209,18;14,02;0,724314;254,68;651,24;571,41;2,790;288576;52952;0;0;0,4099;0,2119;0,00;OK
10,930;134,16;5337,17;1976,36;5155,55;892,33;5438,27;2042,32;5212,08;13,99;0,724061;254,66;650,94;571,44;2,789;288269;52929;0;0;0,4098;0,2116;0,00;OK
10,940;133,30;5344,28;1980,68;5158,76;892,01;5444,70;2046,22;5214,98;13,95;0,723808;254,64;650,63;571,46;2,788;287963;52906;0;0;0,4098;0,2113;0,00;OK
10,950;132,44;5351,38;1985,00;5161,98;891,69;5451,13;2050,12;5217,88;13,91;0,723555;254,62;650,33;571,48;2,788;287656;52883;0;0;0,4098;0,2109;0,00;OK
10,960;131,58;5358,49;1989,32;5165,20;891,38;5457,56;2054,02;5220,78;13,88;0,723302;254,60;650,02;571,51;2,787;287351;52860;0;0;0,4098;0,2106;0,00;OK
10,970;130,73;5365,59;1993,63;5168,41;891,06;5463,98;2057,92;5223,68;13,85;0,723049;254,58;649,72;571,53;2,786;287045;52838;0;0;0,4097;0,2103;0,00;OK
10,980;129,88;5372,68;1997,95;5171,63;890,74;5470,41;2061,82;5226,58;13,81;0,722797;254,56;649,42;571,55;2,785;286741;52815;0;0;0,4097;0,2100;0,00;OK
10,990;129,04;5379,78;2002,26;5174,84;890,42;5476,84;2065,72;5229,48;13,78;0,722544;254,53;649,12;571,58;2,784;286436;52792;0;0;0,4097;0,2097;0,00;OK
11,000;128,19;5386,87;2006,57;5178,06;890,11;5483,27;2069,62;5232,38;13,74;0,722292;254,51;648,82;571,60;2,783;286132;52769;0;0;0,4097;0,2095;0,00;OK
11,010;127,35;5393,95;2010,88;5181,27;889,79;5489,69;2073,52;5235,28;13,71;0,722039;254,49;648,51;571,62;2,782;285829;52746;0;0;0,4096;0,2092;0,00;OK
11,020;126,52;5401,04;2015,19;5184,48;889,47;5496,12;2077,42;5238,18;13,68;0,721787;254,47;648,21;571,64;2,781;285525;52724;0;0;0,4096;0,2089;0,00;OK
11,030;125,68;5408,12;2019,50;5187,70;889,16;5502,54;2081,32;5241,08;13,64;0,721535;254,45;647,91;571,67;2,781;285223;52701;0;0;0,4096;0,2086;0,00;OK
11,040;124,85;5415,20;2023,81;5190,91;888,84;5508,97;2085,22;5243,98;13,61;0,721283;254,43;647,61;571,69;2,780;284920;52678;0;0;0,4095;0,2083;0,00;OK
11,050;124,02;5422,28;2028,12;5194,12;888,52;5515,39;2089,12;5246,88;13,58;0,721031;254,41;647,31;571,71;2,779;284619;52656;0;0;0,4095;0,2080;0,00;OK
11,060;123,19;5429,35;2032,42;5197,33;888,21;5521,82;2093,02;5249,78;13,54;0,720780;254,39;647,01;571,73;2,778;284317;52633;0;0;0,4095;0,2077;0,00;OK
11,070;122,37;5436,42;2036,73;5200,54;887,89;5528,24;2096,92;5252,68;13,51;0,720528;254,37;646,71;571,75;2,777;284016;52610;0;0;0,4095;0,2074;0,00;OK
11,080;121,55;5443,49;2041,03;5203,75;887,58;5534,67;2100,82;5255,58;13,48;0,720277;254,35;646,41;571,77;2,776;283716;52588;0;0;0,4094;0,2072;0,00;OK
11,090;120,73;5450,55;2045,33;5206,95;887,26;5541,09;2104,72;5258,48;13,44;0,720025;254,33;646,11;571,79;2,775;283415;52565;0;0;0,4094;0,2069;0,00;OK
11,100;119,92;5457,61;2049,63;5210,16;886,95;5547,51;2108,62;5261,38;13,41;0,719774;254,30;645,81;571,81;2,774;283116;52542;0;0;0,4094;0,2066;0,00;OK
11,110;119,11;5464,67;2053,93;5213,37;886,63;5553,93;2112,52;5264,28;13,38;0,719523;254,28;645,52;571,83;2,774;282816;52520;0;0;0,4094;0,2063;0,00;OK
11,120;118,30;5471,73;2058,23;5216,57;886,32;5560,36;2116,42;5267,18;13,35;0,719272;254,26;645,22;571,85;2,773;282517;52497;0;0;0,4093;0,2060;0,00;OK
11,130;117,49;5478,78;2062,52;5219,78;886,01;5566,78;2120,32;5270,08;13,32;0,719021;254,24;644,92;571,87;2,772;282219;52474;0;0;0,4093;0,2058;0,00;OK
11,140;116,68;5485,83;2066,82;5222,98;885,69;5573,20;2124,22;5272,98;13,28;0,718771;254,22;644,62;571,89;2,771;281921;52452;0;0;0,4093;0,2055;0,00;OK
11,150;115,88;5492,88;2071,11;5226,18;885,38;5579,62;2128,12;5275,88;13,25;0,718520;254,20;644,33;571,91;2,770;281623;52429;0;0;0,4093;0,2052;0,00;OK
11,160;115,09;5499,92;2075,40;5229,39;885,07;5586,04;2132,02;5278,78;13,22;0,718270;254,18;644,03;571,93;2,769;281326;52407;0;0;0,4092;0,2049;0,00;OK
11,170;114,29;5506,96;2079,70;5232,59;884,75;5592,46;2135,92;5281,68;13,19;0,718019;254,16;643,73;571,95;2,768;281029;52384;0;0;0,4092;0,2047;0,00;OK
11,180;113,50;5514,00;2083,99;5235,79;884,44;5598,88;2139,82;5284,58;13,16;0,717769;254,14;643,44;571,97;2,768;280733;52362;0;0;0,4092;0,2044;0,00;OK
11,190;112,71;5521,04;2088,28;5238,99;884,13;5605,30;2143,72;5287,48;13,12;0,717519;254,12;643,14;571,99;2,767;280437;52339;0;0;0,4092;0,2041;0,00;OK
11,200;111,92;5528,07;2092,56;5242,19;883,82;5611,72;2147,62;5290,38;13,09;0,717269;254,10;642,85;572,01;2,766;280141;52316;0;0;0,4091;0,2038;0,00;OK
11,210;111,14;5535,10;2096,85;5245,39;883,50;5618,14;2151,52;5293,28;13,06;0,717019;254,08;642,55;572,02;2,765;279846;52294;0;0;0,4091;0,2035;0,00;OK
11,220;110,35;5542,13;2101,13;5248,59;883,19;5624,55;2155,42;5296,18;13,03;0,716770;254,05;642,26;572,04;2,764;279551;52271;0;0;0,4091;0,2033;0,00;OK
11,230;109,58;5549,15;2105,42;5251,79;882,88;5630,97;2159,32;5299,08;13,00;0,716520;254,03;641,96;572,06;2,763;279257;52249;0;0;0,4091;0,2030;0,00;OK
11,240;108,80;5556,17;2109,70;5254,98;882,57;5637,39;2163,22;5301,98;12,97;0,716270;254,01;641,67;572,08;2,762;278963;52227;0;0;0,4090;0,2027;0,00;OK
11,250;108,03;5563,19;2113,98;5258,18;882,26;5643,81;2167,12;5304,88;12,94;0,716021;253,99;641,37;572,09;2,761;278669;52204;0;0;0,4090;0,2024;0,00;OK
11,260;107,26;5570,21;2118,26;5261,37;881,95;5650,22;2171,02;5307,78;12,90;0,715772;253,97;641,08;572,11;2,761;278376;52182;0;0;0,4090;0,2021;0,00;OK
11,270;106,49;5577,22;2122,54;5264,57;881,64;5656,64;2174,92;5310,68;12,87;0,715523;253,95;640,79;572,13;2,760;278083;52159;0;0;0,4090;0,2019;0,00;OK
11,280;105,72;5584,23;2126,82;5267,76;881,33;5663,05;2178,82;5313,58;12,84;0,715274;253,93;640,49;572,15;2,759;277791;52137;0;0;0,4089;0,2016;0,00;OK
11,290;104,96;5591,24;2131,10;5270,96;881,02;5669,47;2182,72;5316,48;12,81;0,715025;253,91;640,20;572,16;2,758;277499;52114;0;0;0,4089;0,2013;0,00;OK
11,300;104,20;5598,24;2135,37;5274,15;880,71;5675,88;2186,62;5319,38;12,78;0,714776;253,89;639,91;572,18;2,757;277207;52092;0;0;0,4089;0,2010;0,00;OK
11,310;103,44;5605,25;2139,64;5277,34;880,40;5682,30;2190,52;5322,28;12,75;0,714528;253,87;639,62;572,20;2,756;276916;52070;0;0;0,4089;0,2007;0,00;OK
11,320;102,69;5612,24;2143,92;5280,53;880,09;5688,71;2194,42;5325,18;12,71;0,714279;253,85;639,32;572,21;2,755;276625;52047;0;0;0,4088;0,2004;0,00;OK
11,330;101,94;5619,24;2148,19;5283,72;879,78;5695,13;2198,32;5328,08;12,68;0,714031;253,83;639,03;572,23;2,755;276335;52025;0;0;0,4088;0,2001;0,00;OK
11,340;101,19;5626,23;2152,46;5286,91;879,47;5701,54;2202,22;5330,98;12,65;0,713782;253,81;638,74;572,24;2,754;276045;52003;0;0;0,4088;0,1999;0,00;OK
11,350;100,45;5633,23;2156,73;5290,10;879,16;5707,95;2206,12;5333,88;12,62;0,713534;253,79;638,45;572,26;2,753;275755;51980;0;0;0,4088;0,1996;0,00;OK
11,360;99,70;5640,21;2160,99;5293,29;878,86;5714,36;2210,02;5336,78;12,59;0,713286;253,76;638,16;572,27;2,752;275466;51958;0;0;0,4087;0,1993;0,00;OK
11,370;98,96;5647,20;2165,26;5296,48;878,55;5720,78;2213,92;5339,68;12,56;0,713038;253,74;637,87;572,29;2,751;275178;51936;0;0;0,4087;0,1990;0,00;OK
11,380;98,22;5654,18;2169,53;5299,67;878,24;5727,19;2217,82;5342,58;12,52;0,712791;253,72;637,58;572,30;2,750;274889;51913;0;0;0,4087;0,1987;0,00;OK
11,390;97,49;5661,16;2173,79;5302,85;877,93;5733,60;2221,72;5345,48;12,49;0,712543;253,70;637,29;572,32;2,750;274601;51891;0;0;0,4087;0,1984;0,00;OK
11,400;96,76;5668,14;2178,05;5306,04;877,62;5740,01;2225,62;5348,38;12,46;0,712295;253,68;637,00;572,33;2,749;274314;51869;0;0;0,4086;0,1981;0,00;OK
11,410;96,03;5675,11;2182,31;5309,22;877,32;5746,42;2229,52;5351,28;12,43;0,712048;253,66;636,71;572,35;2,748;274026;51847;0;0;0,4086;0,1978;0,00;OK
11,420;95,30;5682,08;2186,57;5312,41;877,01;5752,83;2233,42;5354,18;12,39;0,711801;253,64;636,42;572,36;2,747;273739;51824;0;0;0,4086;0,1974;0,00;OK
11,430;94,58;5689,05;2190,83;5315,59;876,70;5759,24;2237,32;5357,08;12,36;0,711554;253,62;636,14;572,38;2,746;273453;51802;0;0;0,4085;0,1971;0,00;OK
11,440;93,86;5696,02;2195,09;5318,77;876,40;5765,65;2241,22;5359,98;12,33;0,711307;253,60;635,85;572,39;2,745;273167;51780;0;0;0,4085;0,1968;0,00;OK
11,450;93,14;5702,98;2199,34;5321,95;876,09;5772,06;2245,12;5362,88;12,30;0,711060;253,58;635,56;572,40;2,744;272881;51758;0;0;0,4085;0,1965;0,00;OK
11,460;92,42;5709,94;2203,60;5325,14;875,78;5778,47;2249,02;5365,78;12,26;0,710813;253,56;635,27;572,42;2,744;272596;51736;0;0;0,4085;0,1962;0,00;OK
11,470;91,71;5716,90;2207,85;5328,32;875,48;5784,87;2252,92;5368,68;12,23;0,710566;253,54;634,98;572,43;2,743;272311;51713;0;0;0,4084;0,1958;0,00;OK
11,480;91,00;5723,86;2212,10;5331,50;875,17;5791,28;2256,82;5371,58;12,20;0,710320;253,52;634,70;572,44;2,742;272027;51691;0;0;0,4084;0,1955;0,00;OK
11,490;90,29;5730,81;2216,35;5334,68;874,87;5797,69;2260,72;5374,48;12,16;0,710073;253,50;634,41;572,46;2,741;271743;51669;0;0;0,4084;0,1952;0,00;OK
11,500;89,59;5737,76;2220,60;5337,85;874,56;5804,10;2264,62;5377,38;12,13;0,709827;253,47;634,12;572,47;2,740;271459;51647;0;0;0,4084;0,1948;0,00;OK
11,510;88,89;5744,71;2224,85;5341,03;874,26;5810,50;2268,52;5380,28;12,10;0,709581;253,45;633,84;572,48;2,739;271175;51625;0;0;0,4083;0,1945;0,00;OK
11,520;88,19;5751,65;2229,10;5344,21;873,95;5816,91;2272,42;5383,18;12,06;0,709335;253,43;633,55;572,49;2,739;270892;51603;0;0;0,4083;0,1942;0,00;OK
11,530;87,49;5758,59;2233,34;5347,39;873,65;5823,31;2276,32;5386,08;12,03;0,709089;253,41;633,27;572,51;2,738;270610;51581;0;0;0,4083;0,1938;0,00;OK
11,540;86,80;5765,53;2237,59;5350,56;873,34;5829,72;2280,22;5388,98;11,99;0,708843;253,39;632,98;572,52;2,737;270328;51559;0;0;0,4082;0,1935;0,00;OK
11,550;86,10;5772,47;2241,83;5353,74;873,04;5836,12;2284,12;5391,88;11,96;0,708597;253,37;632,70;572,53;2,736;270046;51536;0;0;0,4082;0,1931;0,00;OK
11,560;85,42;5779,40;2246,07;5356,91;872,74;5842,53;2288,02;5394,78;11,92;0,708351;253,35;632,41;572,54;2,735;269764;51514;0;0;0,4082;0,1927;0,00;OK
11,570;84,73;5786,33;2250,31;5360,08;872,43;5848,93;2291,92;5397,68;11,89;0,708106;253,33;632,13;572,55;2,734;269483;51492;0;0;0,4081;0,1924;0,00;OK
