Tempo;Distanza;Missile_X;Missile_Y;Missile_Z;Vel_Totale;Target_X;Target_Y;Target_Z;guide_force m/s^2;Densità_Aria_kg_m3;Temperatura_Kelvin;Temp_Ristagno_K;Temp_Skin_K;Mach;Pressione_Dinamica_Pa;Pressione_Locale_Pa;Spinta_Motore_N;Spinta_Base_N;Cd_Totale;Cl_Attuale;Fuel_kg;stato sicurezza
0,000;3200,39;-4993,39;0,00;2999,95;660,02;-1793,30;50,00;3001,00;0,00;0,909128;268,65;485,45;288,15;2,009;198019;70108;11889;11770;0,4000;0,0000;27,45;OK
0,010;3200,48;-4986,77;0,00;2999,90;661,29;-1786,60;50,00;3002,00;0,00;0,909132;268,65;486,28;288,26;2,013;198782;70109;11889;11770;0,4000;0,0000;27,39;OK
0,020;3200,57;-4980,14;0,00;2999,85;662,56;-1779,90;50,00;3003,00;0,00;0,909137;268,65;487,12;288,38;2,016;199546;70109;11889;11770;0,4000;0,0000;27,34;OK
0,030;3200,64;-4973,50;0,00;2999,79;663,82;-1773,20;50,00;3004,00;0,00;0,909142;268,65;487,96;288,49;2,020;200313;70110;11889;11770;0,4000;0,0000;27,29;OK
0,040;3200,69;-4966,84;0,00;2999,74;665,09;-1766,50;50,00;3005,00;0,00;0,909147;268,65;488,80;288,61;2,024;201080;70110;11889;11770;0,4000;0,0000;27,24;OK
0,050;3200,74;-4960,17;0,00;2999,68;666,36;-1759,80;50,00;3006,00;0,00;0,909152;268,65;489,64;288,73;2,028;201850;70111;11889;11770;0,4000;0,0000;27,18;OK
0,060;3200,77;-4953,49;0,00;2999,62;667,63;-1753,10;50,00;3007,00;0,00;0,909158;268,65;490,48;288,84;2,032;202621;70111;11889;11770;0,4000;0,0000;27,13;OK
0,070;3200,79;-4946,79;0,00;2999,57;668,90;-1746,40;50,00;3008,00;0,00;0,909163;268,65;491,33;288,96;2,036;203394;70112;11889;11770;0,4000;0,0000;27,08;OK
0,080;3200,80;-4940,09;0,00;2999,51;670,17;-1739,70;50,00;3009,00;0,00;0,909168;268,65;492,17;289,08;2,040;204168;70112;11889;11770;0,4000;0,0000;27,02;OK
0,090;3200,79;-4933,37;0,00;2999,45;671,44;-1733,00;50,00;3010,00;0,15;0,909174;268,65;493,02;289,20;2,043;204945;70113;11889;11770;0,4000;0,0046;26,97;OK
0,100;3200,77;-4926,63;0,00;2999,38;672,72;-1726,30;50,00;3011,00;0,31;0,909179;268,65;493,87;289,32;2,047;205723;70113;11889;11770;0,4000;0,0096;26,92;OK
0,110;3200,74;-4919,89;0,00;2999,32;673,99;-1719,60;50,00;3012,00;0,47;0,909185;268,65;494,73;289,44;2,051;206502;70114;11889;11770;0,4000;0,0147;26,87;OK
0,120;3200,70;-4913,13;0,00;2999,26;675,26;-1712,90;50,00;3013,00;0,64;0,909191;268,65;495,58;289,56;2,055;207283;70114;11889;11770;0,4001;0,0197;26,81;OK
0,130;3200,65;-4906,36;0,00;2999,19;676,53;-1706,20;50,00;3014,00;0,80;0,909197;268,65;496,44;289,68;2,059;208066;70115;11889;11770;0,4001;0,0246;26,76;OK
0,140;3200,58;-4899,57;0,00;2999,13;677,80;-1699,50;50,00;3015,00;0,97;0,909203;268,66;497,29;289,80;2,063;208851;70115;11889;11770;0,4002;0,0296;26,71;OK
0,150;3200,50;-4892,78;0,00;2999,06;679,07;-1692,80;50,00;3016,00;1,13;0,909209;268,66;498,15;289,92;2,067;209637;70116;11889;11770;0,4003;0,0345;26,65;OK
0,160;3200,41;-4885,97;0,00;2998,99;680,35;-1686,10;50,00;3017,00;1,30;0,909215;268,66;499,02;290,04;2,071;210425;70117;11889;11770;0,4003;0,0393;26,60;OK
0,170;3200,31;-4879,14;0,00;2998,93;681,62;-1679,40;50,00;3018,00;1,47;0,909222;268,66;499,88;290,17;2,074;211215;70117;11889;11770;0,4004;0,0442;26,55;OK
0,180;3200,19;-4872,31;0,00;2998,86;682,89;-1672,70;50,00;3019,00;1,63;0,909228;268,66;500,74;290,29;2,078;212006;70118;11889;11770;0,4005;0,0490;26,50;OK
0,190;3200,06;-4865,46;0,00;2998,79;684,17;-1666,00;50,00;3020,00;1,80;0,909235;268,66;501,61;290,42;2,082;212799;70118;11889;11770;0,4006;0,0538;26,44;OK
0,200;3199,92;-4858,60;0,00;2998,72;685,44;-1659,30;50,00;3021,00;1,97;0,909241;268,66;502,48;290,54;2,086;213594;70119;11889;11770;0,4008;0,0585;26,39;OK
0,210;3199,77;-4851,73;0,00;2998,64;686,71;-1652,60;50,00;3022,00;2,14;0,909248;268,66;503,35;290,67;2,090;214390;70120;11889;11770;0,4009;0,0632;26,34;OK
0,220;3199,60;-4844,84;0,00;2998,57;687,99;-1645,90;50,00;3023,00;2,30;0,909255;268,66;504,22;290,80;2,094;215188;70120;11889;11770;0,4010;0,0679;26,28;OK
0,230;3199,43;-4837,94;0,00;2998,50;689,26;-1639,20;50,00;3024,00;2,47;0,909261;268,66;505,10;290,92;2,098;215987;70121;11889;11770;0,4012;0,0726;26,23;OK
0,240;3199,24;-4831,03;0,00;2998,42;690,54;-1632,50;50,00;3025,00;2,64;0,909268;268,66;505,97;291,05;2,102;216788;70122;11889;11770;0,4013;0,0772;26,18;OK
0,250;3199,03;-4824,11;0,00;2998,35;691,81;-1625,80;50,00;3026,00;2,81;0,909275;268,66;506,85;291,18;2,105;217591;70122;11889;11770;0,4015;0,0818;26,12;OK
0,260;3198,82;-4817,17;0,00;2998,27;693,09;-1619,10;50,00;3027,00;2,98;0,909282;268,66;507,73;291,31;2,109;218396;70123;11889;11770;0,4016;0,0863;26,07;OK
0,270;3198,59;-4810,22;0,00;2998,19;694,36;-1612,40;50,00;3028,00;3,15;0,909290;268,66;508,61;291,44;2,113;219202;70124;11889;11770;0,4018;0,0908;26,02;OK
0,280;3198,35;-4803,26;0,00;2998,12;695,64;-1605,70;50,00;3029,00;3,32;0,909297;268,66;509,49;291,57;2,117;220009;70124;11889;11770;0,4020;0,0953;25,97;OK
0,290;3198,10;-4796,28;0,00;2998,04;696,91;-1599,00;50,00;3030,00;3,49;0,909304;268,66;510,38;291,70;2,121;220819;70125;11889;11770;0,4022;0,0998;25,91;OK
0,300;3197,84;-4789,30;0,00;2997,96;698,19;-1592,30;50,00;3031,00;3,66;0,909311;268,66;511,26;291,83;2,125;221630;70126;11889;11770;0,4024;0,1042;25,86;OK
0,310;3197,56;-4782,30;0,00;2997,88;699,46;-1585,60;50,00;3032,00;3,83;0,909319;268,66;512,15;291,96;2,129;222442;70126;11889;11770;0,4026;0,1087;25,81;OK
0,320;3197,27;-4775,28;0,00;2997,80;700,74;-1578,90;50,00;3033,00;4,00;0,909326;268,66;513,04;292,10;2,133;223256;70127;11889;11770;0,4028;0,1130;25,75;OK
0,330;3196,97;-4768,26;0,00;2997,71;702,02;-1572,20;50,00;3034,00;4,18;0,909334;268,66;513,93;292,23;2,136;224072;70128;11889;11770;0,4030;0,1174;25,70;OK
0,340;3196,65;-4761,22;0,00;2997,63;703,29;-1565,50;50,00;3035,00;4,35;0,909342;268,66;514,82;292,37;2,140;224889;70129;11889;11770;0,4033;0,1217;25,65;OK
0,350;3196,33;-4754,17;0,00;2997,55;704,57;-1558,80;50,00;3036,00;4,52;0,909349;268,67;515,72;292,50;2,144;225708;70129;11889;11770;0,4035;0,1260;25,60;OK
0,360;3195,99;-4747,10;0,00;2997,46;705,85;-1552,10;50,00;3037,00;4,69;0,909357;268,67;516,62;292,64;2,148;226529;70130;11889;11770;0,4037;0,1303;25,54;OK
0,370;3195,64;-4740,02;0,00;2997,38;707,12;-1545,40;50,00;3038,00;4,87;0,909365;268,67;517,51;292,77;2,152;227351;70131;11889;11770;0,4040;0,1345;25,49;OK
0,380;3195,27;-4732,93;0,00;2997,30;708,40;-1538,70;50,00;3039,00;5,04;0,909373;268,67;518,41;292,91;2,156;228175;70132;11889;11770;0,4042;0,1387;25,44;OK
0,390;3194,90;-4725,83;0,00;2997,21;709,68;-1532,00;50,00;3040,00;5,21;0,909381;268,67;519,32;293,05;2,160;229000;70132;11889;11770;0,4045;0,1429;25,38;OK
0,400;3194,51;-4718,72;0,00;2997,12;710,95;-1525,30;50,00;3041,00;5,39;0,909389;268,67;520,22;293,19;2,164;229827;70133;11889;11770;0,4048;0,1470;25,33;OK
0,410;3194,11;-4711,59;0,00;2997,04;712,23;-1518,60;50,00;3042,00;5,56;0,909397;268,67;521,12;293,32;2,168;230656;70134;11889;11770;0,4050;0,1511;25,28;OK
0,420;3193,70;-4704,45;0,00;2996,95;713,51;-1511,90;50,00;3043,00;5,74;0,909405;268,67;522,03;293,46;2,171;231486;70135;11889;11770;0,4053;0,1552;25,23;OK
0,430;3193,27;-4697,29;0,00;2996,86;714,79;-1505,20;50,00;3044,00;5,91;0,909413;268,67;522,94;293,60;2,175;232318;70135;11889;11770;0,4056;0,1593;25,17;OK
0,440;3192,83;-4690,13;0,00;2996,77;716,06;-1498,50;50,00;3045,00;6,09;0,909421;268,67;523,85;293,75;2,179;233151;70136;11889;11770;0,4059;0,1633;25,12;OK
0,450;3192,38;-4682,95;0,00;2996,68;717,34;-1491,80;50,00;3046,00;6,26;0,909430;268,67;524,76;293,89;2,183;233986;70137;11889;11770;0,4062;0,1673;25,07;OK
0,460;3191,92;-4675,76;0,00;2996,60;718,62;-1485,10;50,00;3047,00;6,44;0,909438;268,67;525,68;294,03;2,187;234822;70138;11889;11770;0,4065;0,1713;25,01;OK
0,470;3191,45;-4668,55;0,00;2996,51;719,90;-1478,40;50,00;3048,00;6,62;0,909446;268,67;526,59;294,17;2,191;235660;70139;11889;11770;0,4068;0,1753;24,96;OK
0,480;3190,96;-4661,33;0,00;2996,42;721,17;-1471,70;50,00;3049,00;6,79;0,909455;268,67;527,51;294,32;2,195;236500;70139;11889;11770;0,4071;0,1792;24,91;OK
0,490;3190,46;-4654,10;0,00;2996,32;722,45;-1465,00;50,00;3050,00;6,97;0,909463;268,67;528,43;294,46;2,199;237341;70140;11889;11770;0,4074;0,1831;24,86;OK
0,500;3189,95;-4646,86;0,00;2996,23;723,73;-1458,30;50,00;3051,00;7,15;0,909472;268,67;529,35;294,61;2,203;238184;70141;11888;11770;0,4077;0,1869;24,80;OK
0,510;3189,42;-4639,60;0,00;2996,14;725,01;-1451,60;50,00;3052,00;7,32;0,909480;268,67;530,27;294,75;2,206;239028;70142;11888;11770;0,4080;0,1908;24,75;OK
0,520;3188,89;-4632,34;0,00;2996,05;726,29;-1444,90;50,00;3053,00;7,50;0,909489;268,68;531,19;294,90;2,210;239874;70143;11888;11770;0,4083;0,1946;24,70;OK
0,530;3188,34;-4625,05;0,00;2995,96;727,56;-1438,20;50,00;3054,00;7,68;0,909497;268,68;532,12;295,04;2,214;240721;70143;11888;11770;0,4087;0,1984;24,64;OK
0,540;3187,78;-4617,76;0,00;2995,86;728,84;-1431,50;50,00;3055,00;7,86;0,909506;268,68;533,05;295,19;2,218;241570;70144;11888;11770;0,4090;0,2022;24,59;OK
0,550;3187,20;-4610,45;0,00;2995,77;730,12;-1424,80;50,00;3056,00;8,04;0,909515;268,68;533,98;295,34;2,222;242421;70145;11888;11770;0,4093;0,2059;24,54;OK
0,560;3186,61;-4603,13;0,00;2995,68;731,40;-1418,10;50,00;3057,00;8,22;0,909524;268,68;534,91;295,49;2,226;243273;70146;11888;11770;0,4097;0,2096;24,49;OK
0,570;3186,02;-4595,80;0,00;2995,58;732,68;-1411,40;50,00;3058,00;8,40;0,909532;268,68;535,84;295,64;2,230;244126;70147;11888;11770;0,4100;0,2133;24,43;OK
0,580;3185,40;-4588,46;0,00;2995,49;733,96;-1404,70;50,00;3059,00;8,58;0,909541;268,68;536,77;295,79;2,234;244981;70148;11888;11770;0,4104;0,2170;24,38;OK
0,590;3184,78;-4581,10;0,00;2995,40;735,24;-1398,00;50,00;3060,00;8,75;0,909550;268,68;537,71;295,94;2,238;245838;70148;11888;11770;0,4107;0,2206;24,33;OK
0,600;3184,15;-4573,73;0,00;2995,30;736,51;-1391,30;50,00;3061,00;8,93;0,909559;268,68;538,64;296,09;2,241;246696;70149;11888;11770;0,4111;0,2242;24,27;OK
0,610;3183,50;-4566,34;0,00;2995,21;737,79;-1384,60;50,00;3062,00;9,12;0,909568;268,68;539,58;296,25;2,245;247556;70150;11888;11770;0,4114;0,2278;24,22;OK
0,620;3182,84;-4558,95;0,00;2995,11;739,07;-1377,90;50,00;3063,00;9,30;0,909576;268,68;540,52;296,40;2,249;248417;70151;11888;11770;0,4118;0,2313;24,17;OK
0,630;3182,16;-4551,54;0,00;2995,02;740,35;-1371,20;50,00;3064,00;9,48;0,909585;268,68;541,46;296,55;2,253;249280;70152;11888;11770;0,4121;0,2349;24,12;OK
0,640;3181,48;-4544,11;0,00;2994,92;741,63;-1364,50;50,00;3065,00;9,66;0,909594;268,68;542,41;296,71;2,257;250144;70153;11888;11770;0,4125;0,2384;24,06;OK
0,650;3180,78;-4536,68;0,00;2994,83;742,91;-1357,80;50,00;3066,00;9,84;0,909603;268,68;543,35;296,86;2,261;251009;70154;11888;11770;0,4129;0,2418;24,01;OK
0,660;3180,07;-4529,23;0,00;2994,73;744,18;-1351,10;50,00;3067,00;10,02;0,909612;268,68;544,30;297,02;2,265;251877;70154;11888;11770;0,4132;0,2453;23,96;OK
0,670;3179,35;-4521,77;0,00;2994,63;745,46;-1344,40;50,00;3068,00;10,20;0,909621;268,68;545,25;297,18;2,269;252745;70155;11888;11770;0,4136;0,2487;23,90;OK
0,680;3178,61;-4514,30;0,00;2994,54;746,74;-1337,70;50,00;3069,00;10,38;0,909630;268,68;546,20;297,33;2,273;253615;70156;11888;11770;0,4140;0,2521;23,85;OK
0,690;3177,86;-4506,81;0,00;2994,44;748,02;-1331,00;50,00;3070,00;10,57;0,909639;268,69;547,15;297,49;2,276;254487;70157;11888;11770;0,4144;0,2555;23,80;OK
0,700;3177,10;-4499,31;0,00;2994,35;749,30;-1324,30;50,00;3071,00;10,75;0,909648;268,69;548,10;297,65;2,280;255360;70158;11888;11770;0,4147;0,2589;23,75;OK
0,710;3176,33;-4491,80;0,00;2994,25;750,58;-1317,60;50,00;3072,00;10,93;0,909657;268,69;549,06;297,81;2,284;256235;70159;11888;11770;0,4151;0,2622;23,69;OK
0,720;3175,55;-4484,28;0,00;2994,15;751,86;-1310,90;50,00;3073,00;11,11;0,909666;268,69;550,02;297,97;2,288;257111;70160;11888;11770;0,4155;0,2655;23,64;OK
0,730;3174,75;-4476,74;0,00;2994,06;753,13;-1304,20;50,00;3074,00;11,30;0,909675;268,69;550,97;298,13;2,292;257989;70160;11888;11770;0,4159;0,2688;23,59;OK
0,740;3173,94;-4469,19;0,01;2993,96;754,41;-1297,50;50,00;3075,00;11,48;0,909684;268,69;551,93;298,30;2,296;258868;70161;11888;11770;0,4163;0,2721;23,53;OK
0,750;3173,12;-4461,63;0,01;2993,87;755,69;-1290,80;50,00;3076,00;11,66;0,909693;268,69;552,89;298,46;2,300;259749;70162;11888;11770;0,4167;0,2753;23,48;OK
0,760;3172,29;-4454,05;0,01;2993,77;756,97;-1284,10;50,00;3077,00;11,85;0,909702;268,69;553,86;298,62;2,304;260631;70163;11888;11770;0,4171;0,2785;23,43;OK
0,770;3171,44;-4446,46;0,01;2993,67;758,25;-1277,40;50,00;3078,00;12,03;0,909711;268,69;554,82;298,79;2,308;261514;70164;11888;11770;0,4175;0,2817;23,37;OK
0,780;3170,58;-4438,86;0,01;2993,58;759,53;-1270,70;50,00;3079,00;12,22;0,909720;268,69;555,79;298,95;2,311;262399;70165;11888;11770;0,4179;0,2849;23,32;OK
0,790;3169,71;-4431,25;0,01;2993,48;760,80;-1264,00;50,00;3080,00;12,40;0,909729;268,69;556,76;299,12;2,315;263286;70166;11888;11770;0,4182;0,2880;23,27;OK
0,800;3168,83;-4423,62;0,01;2993,39;762,08;-1257,30;50,00;3081,00;12,59;0,909738;268,69;557,73;299,28;2,319;264174;70166;11888;11770;0,4186;0,2911;23,22;OK
0,810;3167,93;-4415,98;0,01;2993,29;763,36;-1250,60;50,00;3082,00;12,77;0,909747;268,69;558,70;299,45;2,323;265063;70167;11888;11770;0,4190;0,2942;23,16;OK
0,820;3167,02;-4408,33;0,01;2993,20;764,64;-1243,90;50,00;3083,00;12,96;0,909756;268,69;559,67;299,62;2,327;265954;70168;11888;11770;0,4194;0,2973;23,11;OK
0,830;3166,10;-4400,67;0,01;2993,10;765,92;-1237,20;50,00;3084,00;13,14;0,909765;268,69;560,64;299,79;2,331;266846;70169;11888;11770;0,4198;0,3003;23,06;OK
0,840;3165,17;-4392,99;0,01;2993,01;767,19;-1230,50;50,00;3085,00;13,33;0,909774;268,69;561,62;299,96;2,335;267740;70170;11888;11770;0,4202;0,3034;23,00;OK
0,850;3164,22;-4385,30;0,01;2992,91;768,47;-1223,80;50,00;3086,00;13,51;0,909783;268,70;562,60;300,13;2,339;268635;70171;11888;11770;0,4207;0,3064;22,95;OK
0,860;3163,26;-4377,60;0,01;2992,82;769,75;-1217,10;50,00;3087,00;13,70;0,909791;268,70;563,57;300,30;2,342;269532;70171;11888;11770;0,4211;0,3094;22,90;OK
0,870;3162,29;-4369,88;0,01;2992,72;771,03;-1210,40;50,00;3088,00;13,89;0,909800;268,70;564,55;300,47;2,346;270430;70172;11888;11770;0,4215;0,3123;22,85;OK
0,880;3161,31;-4362,15;0,01;2992,63;772,30;-1203,70;50,00;3089,00;14,07;0,909809;268,70;565,54;300,64;2,350;271329;70173;11888;11770;0,4219;0,3153;22,79;OK
0,890;3160,32;-4354,41;0,01;2992,53;773,58;-1197,00;50,00;3090,00;14,26;0,909818;268,70;566,52;300,81;2,354;272230;70174;11888;11770;0,4223;0,3182;22,74;OK
0,900;3159,31;-4346,65;0,01;2992,44;774,86;-1190,30;50,00;3091,00;14,44;0,909827;268,70;567,50;300,99;2,358;273132;70175;11888;11770;0,4227;0,3211;22,69;OK
0,910;3158,29;-4338,89;0,01;2992,35;776,14;-1183,60;50,00;3092,00;14,63;0,909835;268,70;568,49;301,16;2,362;274036;70176;11888;11770;0,4231;0,3239;22,63;OK
0,920;3157,26;-4331,11;0,01;2992,25;777,41;-1176,90;50,00;3093,00;14,82;0,909844;268,70;569,48;301,34;2,366;274941;70177;11888;11770;0,4235;0,3268;22,58;OK
0,930;3156,21;-4323,31;0,01;2992,16;778,69;-1170,20;50,00;3094,00;15,01;0,909853;268,70;570,47;301,51;2,370;275848;70177;11888;11770;0,4239;0,3296;22,53;OK
0,940;3155,15;-4315,51;0,01;2992,07;779,97;-1163,50;50,00;3095,00;15,19;0,909862;268,70;571,46;301,69;2,374;276756;70178;11888;11770;0,4243;0,3324;22,48;OK
0,950;3154,09;-4307,69;0,02;2991,98;781,24;-1156,80;50,00;3096,00;15,38;0,909870;268,70;572,45;301,87;2,377;277665;70179;11888;11770;0,4247;0,3352;22,42;OK
0,960;3153,00;-4299,86;0,02;2991,89;782,52;-1150,10;50,00;3097,00;15,57;0,909879;268,70;573,45;302,05;2,381;278576;70180;11888;11770;0,4251;0,3379;22,37;OK
0,970;3151,91;-4292,02;0,02;2991,80;783,80;-1143,40;50,00;3098,00;15,76;0,909887;268,70;574,44;302,22;2,385;279488;70181;11888;11770;0,4255;0,3407;22,32;OK
0,980;3150,80;-4284,16;0,02;2991,71;785,07;-1136,70;50,00;3099,00;15,94;0,909896;268,70;575,44;302,40;2,389;280402;70181;11888;11770;0,4259;0,3434;22,26;OK
0,990;3149,68;-4276,29;0,02;2991,62;786,35;-1130,00;50,00;3100,00;16,13;0,909904;268,70;576,44;302,59;2,393;281317;70182;11888;11770;0,4264;0,3461;22,21;OK
1,000;3148,55;-4268,41;0,02;2991,53;787,62;-1123,30;50,00;3101,00;16,32;0,909913;268,70;577,44;302,77;2,397;282233;70183;11888;11770;0,4268;0,3488;22,16;OK
1,010;3147,41;-4260,51;0,02;2991,44;788,90;-1116,60;50,00;3102,00;16,51;0,909921;268,71;578,44;302,95;2,401;283151;70184;11888;11770;0,4272;0,3514;22,11;OK
1,020;3146,25;-4252,61;0,02;2991,35;790,18;-1109,90;50,00;3103,00;16,70;0,909929;268,71;579,44;303,13;2,405;284070;70185;11888;11770;0,4276;0,3540;22,05;OK
1,030;3145,08;-4244,68;0,02;2991,26;791,45;-1103,20;50,00;3104,00;16,89;0,909938;268,71;580,45;303,32;2,408;284991;70185;11888;11770;0,4280;0,3566;22,00;OK
1,040;3143,90;-4236,75;0,02;2991,18;792,73;-1096,50;50,00;3105,00;17,08;0,909946;268,71;581,45;303,50;2,412;285913;70186;11888;11770;0,4284;0,3592;21,95;OK
1,050;3142,71;-4228,81;0,02;2991,09;794,00;-1089,80;50,00;3106,00;17,26;0,909954;268,71;582,46;303,69;2,416;286836;70187;11888;11770;0,4288;0,3618;21,89;OK
1,060;3141,51;-4220,85;0,02;2991,00;795,28;-1083,10;50,00;3107,00;17,45;0,909962;268,71;583,47;303,87;2,420;287760;70188;11888;11770;0,4292;0,3643;21,84;OK
1,070;3140,29;-4212,88;0,03;2990,92;796,55;-1076,40;50,00;3108,00;17,64;0,909970;268,71;584,48;304,06;2,424;288686;70189;11888;11770;0,4296;0,3669;21,79;OK
1,080;3139,06;-4204,89;0,03;2990,83;797,83;-1069,70;50,00;3109,00;17,83;0,909978;268,71;585,49;304,25;2,428;289614;70189;11888;11770;0,4300;0,3694;21,74;OK
1,090;3137,82;-4196,89;0,03;2990,75;799,10;-1063,00;50,00;3110,00;18,02;0,909986;268,71;586,51;304,43;2,432;290543;70190;11888;11770;0,4304;0,3719;21,68;OK
1,100;3136,56;-4188,88;0,03;2990,67;800,38;-1056,30;50,00;3111,00;18,21;0,909994;268,71;587,52;304,62;2,436;291473;70191;11888;11770;0,4308;0,3743;21,63;OK
1,110;3135,29;-4180,86;0,03;2990,58;801,65;-1049,60;50,00;3112,00;18,40;0,910002;268,71;588,54;304,81;2,439;292404;70192;11888;11770;0,4312;0,3768;21,58;OK
1,120;3134,01;-4172,83;0,03;2990,50;802,93;-1042,90;50,00;3113,00;18,59;0,910009;268,71;589,56;305,00;2,443;293337;70192;11888;11770;0,4316;0,3792;21,52;OK
1,130;3132,72;-4164,78;0,03;2990,42;804,20;-1036,20;50,00;3114,00;18,78;0,910017;268,71;590,58;305,20;2,447;294271;70193;11888;11770;0,4320;0,3816;21,47;OK
1,140;3131,42;-4156,72;0,03;2990,34;805,47;-1029,50;50,00;3115,00;18,97;0,910025;268,71;591,60;305,39;2,451;295207;70194;11888;11770;0,4324;0,3840;21,42;OK
1,150;3130,10;-4148,64;0,03;2990,26;806,75;-1022,80;50,00;3116,00;19,16;0,910032;268,71;592,62;305,58;2,455;296143;70194;11888;11770;0,4328;0,3863;21,37;OK
1,160;3128,77;-4140,56;0,04;2990,18;808,02;-1016,10;50,00;3117,00;19,35;0,910039;268,71;593,64;305,78;2,459;297081;70195;11888;11770;0,4332;0,3887;21,31;OK
1,170;3127,43;-4132,46;0,04;2990,11;809,29;-1009,40;50,00;3118,00;19,54;0,910047;268,71;594,67;305,97;2,463;298021;70196;11888;11770;0,4336;0,3910;21,26;OK
1,180;3126,08;-4124,35;0,04;2990,03;810,57;-1002,70;50,00;3119,00;19,73;0,910054;268,71;595,70;306,17;2,467;298962;70197;11888;11770;0,4340;0,3933;21,21;OK
1,190;3124,71;-4116,22;0,04;2989,95;811,84;-996,00;50,00;3120,00;19,92;0,910061;268,71;596,72;306,36;2,470;299904;70197;11888;11770;0,4344;0,3956;21,15;OK
1,200;3123,33;-4108,09;0,04;2989,88;813,11;-989,30;50,00;3121,00;20,11;0,910068;268,72;597,75;306,56;2,474;300847;70198;11888;11770;0,4348;0,3979;21,10;OK
1,210;3121,94;-4099,94;0,04;2989,81;814,39;-982,60;50,00;3122,00;20,30;0,910075;268,72;598,78;306,76;2,478;301792;70199;11888;11770;0,4352;0,4001;21,05;OK
1,220;3120,54;-4091,77;0,04;2989,73;815,66;-975,90;50,00;3123,00;20,49;0,910082;268,72;599,82;306,96;2,482;302738;70199;11888;11770;0,4356;0,4023;21,00;OK
1,230;3119,12;-4083,60;0,05;2989,66;816,93;-969,20;50,00;3124,00;20,68;0,910089;268,72;600,85;307,16;2,486;303686;70200;11888;11770;0,4360;0,4045;20,94;OK
1,240;3117,69;-4075,41;0,05;2989,59;818,20;-962,50;50,00;3125,00;20,88;0,910096;268,72;601,89;307,36;2,490;304634;70201;11888;11770;0,4364;0,4067;20,89;OK
1,250;3116,25;-4067,21;0,05;2989,52;819,47;-955,80;50,00;3126,00;21,07;0,910103;268,72;602,92;307,56;2,494;305584;70201;11888;11770;0,4368;0,4089;20,84;OK
1,260;3114,80;-4059,00;0,05;2989,45;820,75;-949,10;50,00;3127,00;21,26;0,910109;268,72;603,96;307,76;2,498;306536;70202;11888;11770;0,4372;0,4110;20,78;OK
1,270;3113,34;-4050,77;0,05;2989,38;822,02;-942,40;50,00;3128,00;21,45;0,910116;268,72;605,00;307,96;2,501;307488;70202;11888;11770;0,4376;0,4132;20,73;OK
1,280;3111,86;-4042,53;0,06;2989,32;823,29;-935,70;50,00;3129,00;21,64;0,910122;268,72;606,04;308,17;2,505;308442;70203;11888;11770;0,4379;0,4153;20,68;OK
1,290;3110,37;-4034,28;0,06;2989,25;824,56;-929,00;50,00;3130,00;21,83;0,910128;268,72;607,09;308,37;2,509;309398;70204;11888;11770;0,4383;0,4174;20,62;OK
1,300;3108,87;-4026,01;0,06;2989,18;825,83;-922,30;50,00;3131,00;22,02;0,910134;268,72;608,13;308,58;2,513;310354;70204;11888;11770;0,4387;0,4195;20,57;OK
1,310;3107,35;-4017,74;0,06;2989,12;827,10;-915,60;50,00;3132,00;22,21;0,910140;268,72;609,18;308,78;2,517;311312;70205;11888;11770;0,4391;0,4215;20,52;OK
1,320;3105,83;-4009,45;0,06;2989,06;828,37;-908,90;50,00;3133,00;22,40;0,910146;268,72;610,22;308,99;2,521;312271;70205;11888;11770;0,4395;0,4235;20,47;OK
1,330;3104,29;-4001,15;0,06;2989,00;829,64;-902,20;50,00;3134,00;22,59;0,910152;268,72;611,27;309,20;2,525;313231;70206;11888;11770;0,4398;0,4256;20,41;OK
1,340;3102,74;-3992,83;0,07;2988,94;830,91;-895,50;50,00;3135,00;22,79;0,910158;268,72;612,32;309,41;2,528;314193;70206;11888;11770;0,4402;0,4276;20,36;OK
1,350;3101,17;-3984,50;0,07;2988,88;832,18;-888,80;50,00;3136,00;22,98;0,910164;268,72;613,37;309,62;2,532;315156;70207;11888;11770;0,4406;0,4295;20,31;OK
1,360;3099,60;-3976,16;0,07;2988,82;833,45;-882,10;50,00;3137,00;23,17;0,910169;268,72;614,43;309,83;2,536;316120;70207;11888;11770;0,4410;0,4315;20,25;OK
1,370;3098,01;-3967,81;0,07;2988,77;834,72;-875,40;50,00;3138,00;23,36;0,910175;268,72;615,48;310,04;2,540;317085;70208;11888;11770;0,4413;0,4334;20,20;OK
1,380;3096,41;-3959,44;0,08;2988,71;835,99;-868,70;50,00;3139,00;23,55;0,910180;268,72;616,54;310,25;2,544;318052;70208;11888;11770;0,4417;0,4354;20,15;OK
1,390;3094,80;-3951,06;0,08;2988,66;837,26;-862,00;50,00;3140,00;23,74;0,910185;268,72;617,59;310,46;2,548;319020;70209;11888;11770;0,4421;0,4373;20,10;OK
1,400;3093,17;-3942,67;0,08;2988,60;838,53;-855,30;50,00;3141,00;23,93;0,910190;268,72;618,65;310,68;2,552;319989;70209;11888;11770;0,4424;0,4392;20,04;OK
1,410;3091,53;-3934,27;0,08;2988,55;839,79;-848,60;50,00;3142,00;24,12;0,910195;268,72;619,71;310,89;2,556;320960;70210;11888;11770;0,4428;0,4410;19,99;OK
